context,original_value,normalized_value,english_value,translation_strategy,matched_terms
locality,VEREDA VEGA DEL LIMON,vereda vega del limon,Rural Hamlet Vega of the Limon,token_dictionary_match,"vereda, del"
locality,VEREDA VEGAS DE BETANIA,vereda vegas de betania,Rural Hamlet Vegas of Betania,token_dictionary_match,"vereda, de"
locality,VEREDA VERICUTE,vereda vericute,Rural Hamlet Vericute,token_dictionary_match,vereda
locality,VEREDA VERSALLES,vereda versalles,Rural Hamlet Versalles,token_dictionary_match,vereda
locality,VEREDA VIJAGUAL,vereda vijagual,Rural Hamlet Vijagual,token_dictionary_match,vereda
locality,VEREDA VILLA PAZA LIMITES CON MATANZA,vereda villa paza limites con matanza,Rural Hamlet Villa Paza Limites Con Matanza,token_dictionary_match,vereda
locality,VEREDA ZAPATICA,vereda zapatica,Rural Hamlet Zapatica,token_dictionary_match,vereda
locality,VEREDAEL PAPAYO,veredael papayo,Veredael Papayo,locality_passthrough,
locality,VEREDAS AGUA BONITA Y LA RAYADA,veredas agua bonita y la rayada,Veredas Agua Bonita and the Rayada,token_dictionary_match,"y, la"
locality,"VEREDAS ALTA MIRA, LAS PALMAS, SAN VICENTE",veredas alta mira las palmas san vicente,"Veredas Alta Mira, Las Palmas, San Vicente",locality_passthrough,
locality,"VEREDAS BARRO HONDO, ENCALLADA, LA CHAPA",veredas barro hondo encallada la chapa,Veredas Barro Hondo Encallada the Chapa,token_dictionary_match,la
locality,VEREDAS BOMBONA Y BARBULA,veredas bombona y barbula,Veredas Bombona and Barbula,token_dictionary_match,y
locality,"VEREDAS CHUSCAL, VANEGAS Y CHUSPAS",veredas chuscal vanegas y chuspas,Veredas Chuscal Vanegas and Chuspas,token_dictionary_match,y
locality,"VEREDAS CORRALFALSO, SIBERIA, PERALONSO",veredas corralfalso siberia peralonso,"Veredas Corralfalso, Siberia, Peralonso",locality_passthrough,
locality,VEREDAS EL 80 Y LA FLECHA,veredas el 80 y la flecha,Veredas the 80 and the Flecha,token_dictionary_match,"el, y, la"
locality,VEREDAS EL HALTILLO Y Agua Fria,veredas el haltillo y agua fria,Veredas the Haltillo and Agua Fria,token_dictionary_match,"el, y"
locality,VEREDAS EL JUNCAL Y HUERTAS,veredas el juncal y huertas,Veredas the Juncal and Huertas,token_dictionary_match,"el, y"
locality,VEREDAS EL MORTIÑO Y BOYAGA,veredas el mortino y boyaga,Veredas the Mortino and Boyaga,token_dictionary_match,"el, y"
locality,VEREDAS GANITIVA Y CHAGUACA,veredas ganitiva y chaguaca,Veredas Ganitiva and Chaguaca,token_dictionary_match,y
locality,"VEREDAS HIGURONES, POTRERO DE RODRIGUEZ Y OTROS",veredas higurones potrero de rodriguez y otros,Veredas Higurones Potrero of Rodriguez and Otros,token_dictionary_match,"de, y"
locality,"VEREDAS LA BALSA, GALLEGOS, LA MELONA",veredas la balsa gallegos la melona,Veredas the Balsa Gallegos the Melona,token_dictionary_match,"la, la"
locality,VEREDAS LA CAZUELA Y CAÑO LIMONES,veredas la cazuela y cano limones,Veredas the Cazuela and Cano Limones,token_dictionary_match,"la, y"
locality,"VEREDAS LA CHAPA, PAVAS, POZO AZUL",veredas la chapa pavas pozo azul,Veredas the Chapa Pavas Pozo Azul,token_dictionary_match,la
locality,VEREDAS LA MESA Y EL METAL,veredas la mesa y el metal,Veredas the Mesa and the Metal,token_dictionary_match,"la, y, el"
locality,VEREDAS LA MILITOSA Y LA MUERTA,veredas la militosa y la muerta,Veredas the Militosa and the Muerta,token_dictionary_match,"la, y, la"
locality,VEREDAS LA NEGREÑA Y TRES PORTONES,veredas la negrena y tres portones,Veredas the Negrena and Tres Portones,token_dictionary_match,"la, y"
locality,"VEREDAS LA PRIMAVERA, L RONCANCIO HOYA NEGRA",veredas la primavera l roncancio hoya negra,Veredas the Primavera L Roncancio Hoya Negra,token_dictionary_match,la
locality,VEREDAS MIRAFLORES Y LA CAÑADA,veredas miraflores y la canada,Veredas Miraflores and the Canada,token_dictionary_match,"y, la"
locality,VEREDAS MONTERREDONDO Y EL JUNCAL,veredas monterredondo y el juncal,Veredas Monterredondo and the Juncal,token_dictionary_match,"y, el"
locality,"VEREDAS OTRO MUNDO, EL CARMEN",veredas otro mundo el carmen,Veredas Otro Mundo the Carmen,token_dictionary_match,el
locality,VEREDAS PALMAR Y PALMARITO,veredas palmar y palmarito,Veredas Palmar and Palmarito,token_dictionary_match,y
locality,"VEREDAS PIEDRA ABAJO, TABACAL CRUZ GRANDE",veredas piedra abajo tabacal cruz grande,"Veredas Piedra Abajo, Tabacal Cruz Grande",locality_passthrough,
locality,VEREDAS SAN ANTONIO Y SAN ALBERTO,veredas san antonio y san alberto,Veredas San Antonio and San Alberto,token_dictionary_match,y
locality,VEREDAS SAN FRANCISCO Y SAN MIGUEL,veredas san francisco y san miguel,Veredas San Francisco and San Miguel,token_dictionary_match,y
locality,VEREDAS SAN JUANCITO Y FONDO OSCURO,veredas san juancito y fondo oscuro,Veredas San Juancito and Fondo Oscuro,token_dictionary_match,y
locality,VEREDAS SAN MIGUEL Y HOYO GRANDE,veredas san miguel y hoyo grande,Veredas San Miguel and Hoyo Grande,token_dictionary_match,y
locality,VEREDAS SERVITA Y OVEJERAS,veredas servita y ovejeras,Veredas Servita and Ovejeras,token_dictionary_match,y
locality,"VEREDAS TABETA, CARABOBO AGUABRI",veredas tabeta carabobo aguabri,"Veredas Tabeta, Carabobo Aguabri",locality_passthrough,
locality,"VEREDAS TAMACARA, BARIRI,",veredas tamacara bariri,"Veredas Tamacara, Bariri,",locality_passthrough,
locality,"VEREDAS YARIMA, LLANA FRIA, POZO NUTRIA",veredas yarima llana fria pozo nutria,"Veredas Yarima, Llana Fria, Pozo Nutria",locality_passthrough,
locality,VIA A AGUAS CALIENTES,via a aguas calientes,Road A Aguas Calientes,token_dictionary_match,via
locality,VIA A BARBOSA SECTOR ALTA MIRA,via a barbosa sector alta mira,Road A Barbosa Sector Alta Mira,token_dictionary_match,via
locality,VIA A BUCARAMANGA SECTOR PEÑA DE ORO,via a bucaramanga sector pena de oro,Road A Bucaramanga Sector Pena of Oro,token_dictionary_match,"via, de"
locality,VIA A CARCASI QUEBRADA SUPARÍ,via a carcasi quebrada supari,Road A Carcasi Quebrada Supari,token_dictionary_match,via
locality,VIA A CIMITARRA KM 10,via a cimitarra km 10,Road A Cimitarra Km 10,token_dictionary_match,via
locality,VIA A CONTRATACION,via a contratacion,Road A Contratacion,token_dictionary_match,via
locality,VIA A CORREGIMIENTO GUANE,via a corregimiento guane,Road A Township Guane,token_dictionary_match,"via, corregimiento"
locality,VIA A FLORIAN,via a florian,Road A Florian,token_dictionary_match,via
locality,VIA A GUEPSA,via a guepsa,Road A Guepsa,token_dictionary_match,via
locality,VIA A JESUS MARIAS,via a jesus marias,Road A Jesus Marias,token_dictionary_match,via
locality,VIA A LA PROVINCIA DE SOTO NORTE SECTOR EL TANQUE,via a la provincia de soto norte sector el tanque,Road A the Provincia of Soto Norte Sector the Tanque,token_dictionary_match,"via, la, de, el"
locality,VIA A LA VEREDA AGUA FRIA,via a la vereda agua fria,Road A the Rural Hamlet Agua Fria,token_dictionary_match,"via, la, vereda"
locality,VIA A OIBA,via a oiba,Road A Oiba,token_dictionary_match,via
locality,VIA A PUENTE NACIONAL,via a puente nacional,Road A Puente Nacional,token_dictionary_match,via
locality,VIA A SAN JOAQUIN,via a san joaquin,Road A San Joaquin,token_dictionary_match,via
locality,VIA A SANTA CRUZ DE LA COLINA,via a santa cruz de la colina,Road A Santa Cruz of the Colina,token_dictionary_match,"via, de, la"
locality,VIA AL CARMEN DE CHUCURI,via al carmen de chucuri,Road Al Carmen of Chucuri,token_dictionary_match,"via, de"
locality,VIA AL CORREGIMIENTO CACHIRI,via al corregimiento cachiri,Road Al Township Cachiri,token_dictionary_match,"via, corregimiento"
locality,VIA AL CORREGIMIENTO GUANE,via al corregimiento guane,Road Al Township Guane,token_dictionary_match,"via, corregimiento"
locality,VIA AL CORREGIMIENTO LAGUNA DE ORTICES,via al corregimiento laguna de ortices,Road Al Township Laguna of Ortices,token_dictionary_match,"via, corregimiento, de"
locality,VIA AL CORREGIMIENTO SAN JOSE DE SUAITA,via al corregimiento san jose de suaita,Road Al Township San Jose of Suaita,token_dictionary_match,"via, corregimiento, de"
locality,VIA AL CORREGIMIENTO SANTA RITA,via al corregimiento santa rita,Road Al Township Santa Rita,token_dictionary_match,"via, corregimiento"
locality,VIA AL CORREGIMIENTO VADO REAL,via al corregimiento vado real,Road Al Township Vado Real,token_dictionary_match,"via, corregimiento"
locality,VIA AL DEPARTAMENTO DE BOYACA,via al departamento de boyaca,Road Al Departamento of Boyaca,token_dictionary_match,"via, de"
locality,VIA AL MUNICIPIO DE DUITAMA,via al municipio de duitama,Road Al Municipio of Duitama,token_dictionary_match,"via, de"
locality,VIA ALTERNA A ENCISO,via alterna a enciso,Road Alterna A Enciso,token_dictionary_match,via
locality,VIA BUCARAMANGA - MATANZA,via bucaramanga - matanza,Road Bucaramanga - Matanza,token_dictionary_match,via
locality,VIA CALIFORNAIA A SURATA KM 3+700,via californaia a surata km 3 700,Road Californaia A Surata Km 3 700,token_dictionary_match,via
locality,VIA CENTRAL A LA PROVINCIA DE SOTO NORTE,via central a la provincia de soto norte,Road Central A the Provincia of Soto Norte,token_dictionary_match,"via, la, de"
locality,VIA CENTRAL Y HACIA SAN MIGUEL,via central y hacia san miguel,Road Central and Hacia San Miguel,token_dictionary_match,"via, y"
locality,VIA DEPARTAMENTA SAN JOAQUIN - MOGOTES,via departamenta san joaquin - mogotes,Road Departamenta San Joaquin - Mogotes,token_dictionary_match,via
locality,VIA DEPARTAMENTAL ENTRE PALMAR Y EL HATO,via departamental entre palmar y el hato,Road Departamental Entre Palmar and the Hato,token_dictionary_match,"via, y, el"
locality,VIA DEPARTAMENTAL HACIA GUADALUPE,via departamental hacia guadalupe,Road Departamental Hacia Guadalupe,token_dictionary_match,via
locality,VIA DEPARTAMENTAL SOCORRO - ZAPATOCA,via departamental socorro - zapatoca,Road Departamental Socorro - Zapatoca,token_dictionary_match,via
locality,VIA DEPARTAMENTAL SUCRE A JESUS MARIA,via departamental sucre a jesus maria,Road Departamental Sucre A Jesus Maria,token_dictionary_match,via
locality,VIA ENCISO - CARCASI SECTOR QUEBRADA CHIQUERITO,via enciso - carcasi sector quebrada chiquerito,Road Enciso - Carcasi Sector Quebrada Chiquerito,token_dictionary_match,via
locality,VIA ENCISO - CARCASI SECTOR QUEBRADA SUPARI,via enciso - carcasi sector quebrada supari,Road Enciso - Carcasi Sector Quebrada Supari,token_dictionary_match,via
locality,VIA ENTRE BUCARAMANGA Y SAN VICENTE SECT. EL TABLAZO,via entre bucaramanga y san vicente sect el tablazo,Road Entre Bucaramanga and San Vicente Sect the Tablazo,token_dictionary_match,"via, y, el"
locality,VIA ENTRE CHARALA Y COROMORO,via entre charala y coromoro,Road Entre Charala and Coromoro,token_dictionary_match,"via, y"
locality,VIA ENTRE ENCISO Y CARCASI BRADA CARRIZAL,via entre enciso y carcasi brada carrizal,Road Entre Enciso and Carcasi Brada Carrizal,token_dictionary_match,"via, y"
locality,VIA ENTRE LISBOA U EL CASCO URBANO,via entre lisboa u el casco urbano,Road Entre Lisboa U the Casco Urbano,token_dictionary_match,"via, el"
locality,VIA HACIA BELEN BOYACA,via hacia belen boyaca,Road Hacia Belen Boyaca,token_dictionary_match,via
locality,VIA HACIA BUCARAMANGA,via hacia bucaramanga,Road Hacia Bucaramanga,token_dictionary_match,via
locality,VIA HACIA BUCARAMANGA SECTOR ARBOL SOLO,via hacia bucaramanga sector arbol solo,Road Hacia Bucaramanga Sector Arbol Solo,token_dictionary_match,via
locality,VIA HACIA CHARALA SECTOR EL INTRA,via hacia charala sector el intra,Road Hacia Charala Sector the Intra,token_dictionary_match,"via, el"
locality,VIA HACIA EL CORREGIMIENTO ACAPULCO,via hacia el corregimiento acapulco,Road Hacia the Township Acapulco,token_dictionary_match,"via, el, corregimiento"
locality,VIA HACIA EL CORREGIMIENTO CAMPO CAPOTE,via hacia el corregimiento campo capote,Road Hacia the Township Campo Capote,token_dictionary_match,"via, el, corregimiento"
locality,VIA HACIA EL CORREGIMIENTO PAUJIL,via hacia el corregimiento paujil,Road Hacia the Township Paujil,token_dictionary_match,"via, el, corregimiento"
locality,VIA HACIA EL CORREGIMIENTO SANTA CRUZ DE LA COLINA,via hacia el corregimiento santa cruz de la colina,Road Hacia the Township Santa Cruz of the Colina,token_dictionary_match,"via, el, corregimiento, de, la"
locality,VIA HACIA EL DEPARTAMENTO DE BOYACA,via hacia el departamento de boyaca,Road Hacia the Departamento of Boyaca,token_dictionary_match,"via, el, de"
locality,VIA HACIA EL MUNICIPIO DE BELEN BOYACA,via hacia el municipio de belen boyaca,Road Hacia the Municipio of Belen Boyaca,token_dictionary_match,"via, el, de"
locality,VIA HACIA EL MUNICIPIO DE SAN BENITO,via hacia el municipio de san benito,Road Hacia the Municipio of San Benito,token_dictionary_match,"via, el, de"
locality,VIA HACIA EL MUNICIPIO DE SUAITA,via hacia el municipio de suaita,Road Hacia the Municipio of Suaita,token_dictionary_match,"via, el, de"
locality,VIA HACIA EL SOCORRO,via hacia el socorro,Road Hacia the Socorro,token_dictionary_match,"via, el"
locality,VIA HACIA GIRON SECTOR PUENTE GOMEZ ORTIZ,via hacia giron sector puente gomez ortiz,Road Hacia Giron Sector Puente Gomez Ortiz,token_dictionary_match,via
locality,VIA HACIA GUADALUPE Y CHIMA,via hacia guadalupe y chima,Road Hacia Guadalupe and Chima,token_dictionary_match,"via, y"
locality,VIA HACIA GUAVATA,via hacia guavata,Road Hacia Guavata,token_dictionary_match,via
locality,VIA HACIA GUEPSA,via hacia guepsa,Road Hacia Guepsa,token_dictionary_match,via
locality,VIA HACIA JESUS MARIA,via hacia jesus maria,Road Hacia Jesus Maria,token_dictionary_match,via
locality,VIA HACIA LA MESAS DE LOS SANTOS,via hacia la mesas de los santos,Road Hacia the Mesas of Los Santos,token_dictionary_match,"via, la, de"
locality,VIA HACIA LA PROVINCIA DE SSOTO,via hacia la provincia de ssoto,Road Hacia the Provincia of Ssoto,token_dictionary_match,"via, la, de"
locality,VIA HACIA SABOYA - BOYACA,via hacia saboya - boyaca,Road Hacia Saboya - Boyaca,token_dictionary_match,via
locality,"VIA HACIA SAN JOAQUIN, SECTOR PLATANITO",via hacia san joaquin sector platanito,Road Hacia San Joaquin Sector Platanito,token_dictionary_match,via
locality,VIA HACIA SAN VICENTE Y HACIA YARIMA,via hacia san vicente y hacia yarima,Road Hacia San Vicente and Hacia Yarima,token_dictionary_match,"via, y"
locality,VIA HACIA SANTA HELENA DEL OPON,via hacia santa helena del opon,Road Hacia Santa Helena of the Opon,token_dictionary_match,"via, del"
locality,VIA LISBOA - SAN VICENTE,via lisboa - san vicente,Road Lisboa - San Vicente,token_dictionary_match,via
locality,VIA LOS CUROS - MALAGA PR 121 + 200,via los curos - malaga pr 121 200,Road Los Curos - Malaga Pr 121 200,token_dictionary_match,via
locality,VIA LOS CUROS - MALAGA SECTOR LA JUDIA,via los curos - malaga sector la judia,Road Los Curos - Malaga Sector the Judia,token_dictionary_match,"via, la"
locality,VIA LOS CUROS - MALAGA VEREDA CARTAGENA,via los curos - malaga vereda cartagena,Road Los Curos - Malaga Rural Hamlet Cartagena,token_dictionary_match,"via, vereda"
locality,VIA NACIONAL A BOGOTA,via nacional a bogota,Road Nacional A Bogota,token_dictionary_match,via
locality,VIA NACIONAL A OIBA,via nacional a oiba,Road Nacional A Oiba,token_dictionary_match,via
locality,VIA NACIONAL BUCARAMANGA - SAN GIL,via nacional bucaramanga - san gil,Road Nacional Bucaramanga - San Gil,token_dictionary_match,via
locality,VIA NACIONAL BUCARAMANGA SAN GIL,via nacional bucaramanga san gil,Road Nacional Bucaramanga San Gil,token_dictionary_match,via
locality,VIA NACIONAL HACIA BARBOSA,via nacional hacia barbosa,Road Nacional Hacia Barbosa,token_dictionary_match,via
locality,VIA NACIONAL HACIA PIEDECUESTA SECTOR MAC POLLO,via nacional hacia piedecuesta sector mac pollo,Road Nacional Hacia Piedecuesta Sector Mac Pollo,token_dictionary_match,via
locality,VIA NACIONAL HACIA SAN GIL,via nacional hacia san gil,Road Nacional Hacia San Gil,token_dictionary_match,via
locality,VIA NACIONAL LOS CUROS - MALAGA,via nacional los curos - malaga,Road Nacional Los Curos - Malaga,token_dictionary_match,via
locality,VIA NACIONAL ONZAGA - SAN JOAQUIN,via nacional onzaga - san joaquin,Road Nacional Onzaga - San Joaquin,token_dictionary_match,via
locality,VIA NACIONAL ONZAGA SAN JOAQUIN,via nacional onzaga san joaquin,Road Nacional Onzaga San Joaquin,token_dictionary_match,via
locality,VIA NACIONAL PEZCADERO A CURITI,via nacional pezcadero a curiti,Road Nacional Pezcadero A Curiti,token_dictionary_match,via
locality,VIA NACIONAL SAN GIL - CHARALA KM 18,via nacional san gil - charala km 18,Road Nacional San Gil - Charala Km 18,token_dictionary_match,via
locality,VIA NACIONAL SAN GIL - SOCORRO,via nacional san gil - socorro,Road Nacional San Gil - Socorro,token_dictionary_match,via
locality,VIA NACIONAL SECTOR EL PEAJE,via nacional sector el peaje,Road Nacional Sector the Peaje,token_dictionary_match,"via, el"
locality,VIA NACIONAL SECTOR LISBOA,via nacional sector lisboa,Road Nacional Sector Lisboa,token_dictionary_match,via
locality,VIA NACIONAL TRONCAL DEL CARARE,via nacional troncal del carare,Road Nacional Troncal of the Carare,token_dictionary_match,"via, del"
locality,VIA NACIONAL VIA A PUERTO PARRA,via nacional via a puerto parra,Road Nacional Road A Puerto Parra,token_dictionary_match,"via, via"
locality,VIA PRINCIPAL A BUCARAMANGA,via principal a bucaramanga,Road Principal A Bucaramanga,token_dictionary_match,via
locality,VIA PRINCIPAL HACIA CAPITANEJO,via principal hacia capitanejo,Road Principal Hacia Capitanejo,token_dictionary_match,via
locality,VIA PRINCIPAL HACIA VELEZ KM. 4,via principal hacia velez km 4,Road Principal Hacia Velez Km 4,token_dictionary_match,via
locality,VIA PRINCIPAL KM 2 AL MUNICIPIO,via principal km 2 al municipio,Road Principal Km 2 Al Municipio,token_dictionary_match,via
locality,VIA SAN BENITO A GUEPSA,via san benito a guepsa,Road San Benito A Guepsa,token_dictionary_match,via
locality,VIA SAN GIL - CHARALA KM 11.5,via san gil - charala km 11 5,Road San Gil - Charala Km 11 5,token_dictionary_match,via
locality,VIA SECTOR LIMONCITO - ALTA MIRA,via sector limoncito - alta mira,Road Sector Limoncito - Alta Mira,token_dictionary_match,via
locality,VIA SECUNDARIA A SANTA HELENA,via secundaria a santa helena,Road Secundaria A Santa Helena,token_dictionary_match,via
locality,VIA SURATA - CALIFORNIA SECTOR CASA ROJA,via surata - california sector casa roja,Road Surata - California Sector Casa Roja,token_dictionary_match,via
locality,VIA TRONCAL DEL CARARE,via troncal del carare,Road Troncal of the Carare,token_dictionary_match,"via, del"
locality,VIA TRONCAL DEL CARARE KM 6,via troncal del carare km 6,Road Troncal of the Carare Km 6,token_dictionary_match,"via, del"
locality,VIA VEREDA SAN ANTONIO,via vereda san antonio,Road Rural Hamlet San Antonio,token_dictionary_match,"via, vereda"
locality,VIAS HACIA LOS MUNICIPIOS DE BOLIVAR Y PUENTE NACIONAL,vias hacia los municipios de bolivar y puente nacional,Vias Hacia Los Municipios of Bolivar and Puente Nacional,token_dictionary_match,"de, y"
locality,VUELTA PERICO,vuelta perico,Vuelta Perico,locality_passthrough,
locality,Vereda Alsacia cerca a la quebrada la Carbona,vereda alsacia cerca a la quebrada la carbona,Rural Hamlet Alsacia Cerca A the Quebrada the Carbona,token_dictionary_match,"vereda, la, la"
locality,ZONA INDUSTRIAL VIA A CHIMITA,zona industrial via a chimita,Zona Industrial Road A Chimita,token_dictionary_match,via
locality,ZONA NORTE,zona norte,Zona Norte,locality_passthrough,
locality,ZONA URBANA,zona urbana,Zona Urbana,locality_passthrough,
locality,asentamiento Convivir y Altos de Andina,asentamiento convivir y altos de andina,Asentamiento Convivir and Altos of Andina,token_dictionary_match,"y, de"
locality,"barrio la Cumbre, barrio El Carmen, vía hacia Acapulco y Ruitoque, barrio Bucarica",barrio la cumbre barrio el carmen via hacia acapulco y ruitoque barrio bucarica,Neighborhood the Cumbre Neighborhood the Carmen Road Hacia Acapulco and Ruitoque Neighborhood Bucarica,token_dictionary_match,"barrio, la, barrio, el, via, y, barrio"
locality,"barrios San Martin, barrio Galán, barrio Colombia, Gallineral, 5 de Enero",barrios san martin barrio galan barrio colombia gallineral 5 de enero,Barrios San Martin Neighborhood Galan Neighborhood Colombia Gallineral 5 of Enero,token_dictionary_match,"barrio, barrio, de"
locality,"veredas las Flores, Monchia y Agua Fría",veredas las flores monchia y agua fria,Veredas Las Flores Monchia and Agua Fria,token_dictionary_match,y
locality,"veredas, Santa barbara, guaure, Arrayanes",veredas santa barbara guaure arrayanes,"Veredas, Santa Barbara, Guaure, Arrayanes",locality_passthrough,
locality,,,Not reported,missing_value,
municipality,AGUADA,aguada,Aguada,proper_noun_passthrough,
municipality,ALBANIA,albania,Albania,proper_noun_passthrough,
municipality,ARATOCA,aratoca,Aratoca,proper_noun_passthrough,
municipality,BARBOSA,barbosa,Barbosa,proper_noun_passthrough,
municipality,BARICHARA,barichara,Barichara,proper_noun_passthrough,
municipality,BARRANCABERMEJA,barrancabermeja,Barrancabermeja,proper_noun_passthrough,
municipality,BETULIA,betulia,Betulia,proper_noun_passthrough,
municipality,BOLIVAR,bolivar,Bolivar,proper_noun_passthrough,
municipality,BUCARAMANGA,bucaramanga,Bucaramanga,proper_noun_passthrough,
municipality,CABRERA,cabrera,Cabrera,proper_noun_passthrough,
municipality,CALIFORNIA,california,California,proper_noun_passthrough,
municipality,CAPITANEJO,capitanejo,Capitanejo,proper_noun_passthrough,
municipality,CARCASI,carcasi,Carcasi,proper_noun_passthrough,
municipality,CARMEN,carmen,Carmen,proper_noun_passthrough,
municipality,CEPITA,cepita,Cepita,proper_noun_passthrough,
municipality,CERRITO,cerrito,Cerrito,proper_noun_passthrough,
municipality,CHARALA,charala,Charala,proper_noun_passthrough,
municipality,CHARTA,charta,Charta,proper_noun_passthrough,
municipality,CHIMA,chima,Chima,proper_noun_passthrough,
municipality,CHIPATA,chipata,Chipata,proper_noun_passthrough,
municipality,CIMITARRA,cimitarra,Cimitarra,proper_noun_passthrough,
municipality,CONCEPCION,concepcion,Concepcion,proper_noun_passthrough,
municipality,CONFINES,confines,Confines,proper_noun_passthrough,
municipality,CONTRATACION,contratacion,Contratacion,proper_noun_passthrough,
municipality,COROMORO,coromoro,Coromoro,proper_noun_passthrough,
municipality,CURITI,curiti,Curiti,proper_noun_passthrough,
municipality,EL CARMEN DE CHUCURI,el carmen de chucuri,El Carmen De Chucuri,proper_noun_passthrough,
municipality,EL GUACAMAYO,el guacamayo,El Guacamayo,proper_noun_passthrough,
municipality,EL HATO,el hato,El Hato,proper_noun_passthrough,
municipality,EL PALMAR,el palmar,El Palmar,proper_noun_passthrough,
municipality,EL PEÑON,el penon,El Peñon,proper_noun_passthrough,
municipality,EL PLAYON,el playon,El Playon,proper_noun_passthrough,
municipality,EL SOCORRO,el socorro,El Socorro,proper_noun_passthrough,
municipality,ENCINO,encino,Encino,proper_noun_passthrough,
municipality,ENCISO,enciso,Enciso,proper_noun_passthrough,
municipality,FLORDABLANCA,flordablanca,Flordablanca,proper_noun_passthrough,
municipality,FLORIAN,florian,Florian,proper_noun_passthrough,
municipality,FLORIDABLANCA,floridablanca,Floridablanca,proper_noun_passthrough,
municipality,GALAN,galan,Galan,proper_noun_passthrough,
municipality,GAMBITA,gambita,Gambita,proper_noun_passthrough,
municipality,GIRON,giron,Giron,proper_noun_passthrough,
municipality,GUACA,guaca,Guaca,proper_noun_passthrough,
municipality,GUACAMAYO,guacamayo,Guacamayo,proper_noun_passthrough,
municipality,GUADALUPE,guadalupe,Guadalupe,proper_noun_passthrough,
municipality,GUAPOTA,guapota,Guapota,proper_noun_passthrough,
municipality,GUAVATA,guavata,Guavata,proper_noun_passthrough,
municipality,GUEPSA,guepsa,Guepsa,proper_noun_passthrough,
municipality,HATO,hato,Hato,proper_noun_passthrough,
municipality,JESUS MARIA,jesus maria,Jesus Maria,proper_noun_passthrough,
municipality,JORDAN,jordan,Jordan,proper_noun_passthrough,
municipality,LA BELLEZA,la belleza,La Belleza,proper_noun_passthrough,
municipality,LANDAZURI,landazuri,Landazuri,proper_noun_passthrough,
municipality,LEBRIJA,lebrija,Lebrija,proper_noun_passthrough,
municipality,LOS SANTOS,los santos,Los Santos,proper_noun_passthrough,
municipality,MACARAVITA,macaravita,Macaravita,proper_noun_passthrough,
municipality,MALAGA,malaga,Malaga,proper_noun_passthrough,
municipality,MATANZA,matanza,Matanza,proper_noun_passthrough,
municipality,MOGOTES,mogotes,Mogotes,proper_noun_passthrough,
municipality,MOLAGAVITA,molagavita,Molagavita,proper_noun_passthrough,
municipality,OCAMONTE,ocamonte,Ocamonte,proper_noun_passthrough,
municipality,OIBA,oiba,Oiba,proper_noun_passthrough,
municipality,ONZAGA,onzaga,Onzaga,proper_noun_passthrough,
municipality,PALMAR,palmar,Palmar,proper_noun_passthrough,
municipality,PALMAS DEL SOCORRO,palmas del socorro,Palmas Del Socorro,proper_noun_passthrough,
municipality,PARAMO,paramo,Paramo,proper_noun_passthrough,
municipality,PIEDECUESTA,piedecuesta,Piedecuesta,proper_noun_passthrough,
municipality,PINCHOTE,pinchote,Pinchote,proper_noun_passthrough,
municipality,PUENTE NACIONAL,puente nacional,Puente Nacional,proper_noun_passthrough,
municipality,PUERTO PARRA,puerto parra,Puerto Parra,proper_noun_passthrough,
municipality,PUERTO PARRAS,puerto parras,Puerto Parras,proper_noun_passthrough,
municipality,PUERTO WILCHES,puerto wilches,Puerto Wilches,proper_noun_passthrough,
municipality,RIONEGRO,rionegro,Rionegro,proper_noun_passthrough,
municipality,SABANA DE TORRES,sabana de torres,Sabana De Torres,proper_noun_passthrough,
municipality,SAN ANDRES,san andres,San Andres,proper_noun_passthrough,
municipality,SAN BENITO,san benito,San Benito,proper_noun_passthrough,
municipality,SAN GIL,san gil,San Gil,proper_noun_passthrough,
municipality,SAN JOAQUIN,san joaquin,San Joaquin,proper_noun_passthrough,
municipality,SAN JOSE DE MIRANDA,san jose de miranda,San Jose De Miranda,proper_noun_passthrough,
municipality,SAN MIGUEL,san miguel,San Miguel,proper_noun_passthrough,
municipality,SAN VICENTE,san vicente,San Vicente,proper_noun_passthrough,
municipality,SANTA BARBARA,santa barbara,Santa Barbara,proper_noun_passthrough,
municipality,SANTA HELENA,santa helena,Santa Helena,proper_noun_passthrough,
municipality,SANTA HELENA DEL OPON,santa helena del opon,Santa Helena Del Opon,proper_noun_passthrough,
municipality,SIMACOTA,simacota,Simacota,proper_noun_passthrough,
municipality,SUAITA,suaita,Suaita,proper_noun_passthrough,
municipality,SUCRE,sucre,Sucre,proper_noun_passthrough,
municipality,SUCRE Y LA BELLEZA,sucre y la belleza,Sucre Y La Belleza,proper_noun_passthrough,
municipality,SURATA,surata,Surata,proper_noun_passthrough,
municipality,TONA,tona,Tona,proper_noun_passthrough,
municipality,VALLE DE SAN JOSE,valle de san jose,Valle De San Jose,proper_noun_passthrough,
municipality,VELEZ,velez,Velez,proper_noun_passthrough,
municipality,VETAS,vetas,Vetas,proper_noun_passthrough,
municipality,VILLANUEVA,villanueva,Villanueva,proper_noun_passthrough,
municipality,ZAPATOCA,zapatoca,Zapatoca,proper_noun_passthrough,
probable_cause,ACCIDENTE VEHICULAR,accidente vehicular,Vehicle accident,exact_dictionary_match,accidente vehicular
probable_cause,ATENTADO TERRORISTA,atentado terrorista,Terrorist attack,exact_dictionary_match,atentado terrorista
